table,_start,_stop,_time,_value,_field,_measurement,series
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-26T00:00:00Z,3760,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-27T00:00:00Z,3698,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-28T00:00:00Z,3645,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-29T00:00:00Z,3671,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-06-30T00:00:00Z,3630,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-01T00:00:00Z,3662,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-02T00:00:00Z,3648,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-03T00:00:00Z,3690,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-04T00:00:00Z,3685,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-05T00:00:00Z,3703,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-06T00:00:00Z,3743,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-07T00:00:00Z,3711,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-08T00:00:00Z,3710,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-09T00:00:00Z,3703,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-10T00:00:00Z,3686,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-11T00:00:00Z,3751,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-12T00:00:00Z,3756,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-13T00:00:00Z,3767,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-14T00:00:00Z,3776,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-15T00:00:00Z,3776,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-16T00:00:00Z,3758,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-17T00:00:00Z,3733,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-18T00:00:00Z,3751,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-19T00:00:00Z,3775,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-20T00:00:00Z,3739,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-21T00:00:00Z,3753,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-22T00:00:00Z,3766,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-23T00:00:00Z,3768,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-24T00:00:00Z,3753,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-25T00:00:00Z,3738,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-26T00:00:00Z,3720,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-27T00:00:00Z,3712,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-28T00:00:00Z,3697,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-29T00:00:00Z,3690,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-30T00:00:00Z,3684,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-07-31T00:00:00Z,3656,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-01T00:00:00Z,3651,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-02T00:00:00Z,3627,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-03T00:00:00Z,3626,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-04T00:00:00Z,3604,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-05T00:00:00Z,3632,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-06T00:00:00Z,3642,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-07T00:00:00Z,3628,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-08T00:00:00Z,3653,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-09T00:00:00Z,3653,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-10T00:00:00Z,3735,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-11T00:00:00Z,3738,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-12T00:00:00Z,3740,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-13T00:00:00Z,3736,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-14T00:00:00Z,3675,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-15T00:00:00Z,3679,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-16T00:00:00Z,3685,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-17T00:00:00Z,3691,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-18T00:00:00Z,3704,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-19T00:00:00Z,3709,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-20T00:00:00Z,3700,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-21T00:00:00Z,3676,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-22T00:00:00Z,3647,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-23T00:00:00Z,3651,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-24T00:00:00Z,3655,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-25T00:00:00Z,3678,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-26T00:00:00Z,3678,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-27T00:00:00Z,3685,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-28T00:00:00Z,3693,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-29T00:00:00Z,3681,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-30T00:00:00Z,3672,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-08-31T00:00:00Z,3619,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-01T00:00:00Z,3623,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-02T00:00:00Z,3596,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-03T00:00:00Z,3584,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-04T00:00:00Z,3505,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-05T00:00:00Z,3513,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-06T00:00:00Z,3557,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-07T00:00:00Z,3549,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-08T00:00:00Z,3553,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-09T00:00:00Z,3613,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-10T00:00:00Z,3627,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-11T00:00:00Z,3639,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-12T00:00:00Z,3640,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-13T00:00:00Z,3663,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-14T00:00:00Z,3695,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-15T00:00:00Z,3708,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-16T00:00:00Z,3857,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-17T00:00:00Z,3689,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-18T00:00:00Z,3846,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-19T00:00:00Z,3803,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-20T00:00:00Z,3802,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-21T00:00:00Z,3815,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-22T00:00:00Z,3745,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-23T00:00:00Z,3656,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-24T00:00:00Z,3720,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-25T00:00:00Z,3701,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-26T00:00:00Z,3704,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-27T00:00:00Z,3678,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-28T00:00:00Z,3679,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-29T00:00:00Z,3683,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-09-30T00:00:00Z,3658,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-01T00:00:00Z,3681,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-02T00:00:00Z,3696,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-03T00:00:00Z,3694,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-04T00:00:00Z,3702,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-05T00:00:00Z,3697,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-06T00:00:00Z,3679,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-07T00:00:00Z,3698,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-08T00:00:00Z,3690,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-09T00:00:00Z,3665,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-10T00:00:00Z,3690,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-11T00:00:00Z,3630,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-12T00:00:00Z,3700,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-13T00:00:00Z,3695,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-14T00:00:00Z,3700,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-15T00:00:00Z,3700,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-16T00:00:00Z,3700,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-17T00:00:00Z,3700,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-18T00:00:00Z,3675,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-19T00:00:00Z,3680,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-20T00:00:00Z,3670,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-21T00:00:00Z,3660,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-22T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-23T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-24T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-25T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-26T00:00:00Z,3635,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-27T00:00:00Z,3640,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-28T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-29T00:00:00Z,3590,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-30T00:00:00Z,3590,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-10-31T00:00:00Z,3590,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-01T00:00:00Z,3590,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-02T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-03T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-04T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-05T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-06T00:00:00Z,3590,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-07T00:00:00Z,3580,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-08T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-09T00:00:00Z,3625,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-10T00:00:00Z,3650,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-11T00:00:00Z,3650,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-12T00:00:00Z,3640,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-13T00:00:00Z,3625,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-14T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-15T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-16T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-17T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-18T00:00:00Z,3610,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-19T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-22T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-23T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-24T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-25T00:00:00Z,3595,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-26T00:00:00Z,3610,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-27T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-28T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-29T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-30T00:00:00Z,3590,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-01T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-02T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-03T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-04T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-05T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-06T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-07T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-08T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-09T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-10T00:00:00Z,3600,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-11T00:00:00Z,3605,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-12T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-13T00:00:00Z,3615,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-14T00:00:00Z,3575,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-15T00:00:00Z,3570,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-16T00:00:00Z,3560,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-17T00:00:00Z,3540,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-18T00:00:00Z,3560,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-19T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-20T00:00:00Z,3585,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-21T00:00:00Z,3575,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-22T00:00:00Z,3565,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-23T00:00:00Z,3575,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-24T00:00:00Z,3565,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-25T00:00:00Z,3565,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-26T00:00:00Z,3560,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-27T00:00:00Z,3560,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-28T00:00:00Z,3560,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-29T00:00:00Z,3525,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-30T00:00:00Z,3525,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-12-31T00:00:00Z,3540,value,m4_part,D4217
1,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2019-01-01T00:00:00Z,3540,value,m4_part,D4217
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T01:00:00Z,12.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T02:00:00Z,11.7,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T03:00:00Z,11.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T04:00:00Z,10.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T05:00:00Z,10.4,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T06:00:00Z,10.1,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T07:00:00Z,10.1,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T08:00:00Z,11.7,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T09:00:00Z,13.6,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T10:00:00Z,15.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T11:00:00Z,16.6,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T12:00:00Z,17.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T13:00:00Z,18.7,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T14:00:00Z,19.4,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T15:00:00Z,19.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T16:00:00Z,20.1,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T17:00:00Z,19.9,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T18:00:00Z,19.3,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T19:00:00Z,17.9,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T20:00:00Z,16.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T21:00:00Z,15.1,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T22:00:00Z,14.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-20T23:00:00Z,13.4,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T00:00:00Z,12.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T01:00:00Z,12.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T02:00:00Z,11.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T03:00:00Z,11.3,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T04:00:00Z,10.9,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T05:00:00Z,10.6,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T06:00:00Z,10.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T07:00:00Z,10.2,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T08:00:00Z,11.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T09:00:00Z,13.7,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T10:00:00Z,15.3,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T11:00:00Z,16.8,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T12:00:00Z,17.9,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T13:00:00Z,18.9,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T14:00:00Z,19.6,value,m4_part,H198
2,1970-01-02T01:00:00Z,2022-09-30T15:00:00Z,2018-11-21T15:00:00Z,20,value,m4_part,H198
